date,genre,label,value
2014-12-01,Deep House,Mobilee Records,2
2014-12-01,Deep House,What A Music,1
2014-12-01,Deep House,17 Steps,2
2014-12-01,Deep House,Polydor (UK),1
2014-12-01,Deep House,Spinnin Records,2
2014-12-01,Deep House,96 Musique,1
2014-12-01,Deep House,Suara,1
2014-12-01,Deep House,Spinnin Deep (Spinnin),1
2014-12-01,Deep House,Keinemusik,1
2014-12-01,Deep House,Ultra,2
2014-12-01,Deep House,Anjunadeep,1
2014-12-01,Indie Dance / Nu Disco,Enormous Tunes,1
2014-12-01,Indie Dance / Nu Disco,Prison Entertainment,1
2014-12-01,Indie Dance / Nu Disco,No Definition,1
2014-12-01,Indie Dance / Nu Disco,Bunny Tiger,2
2014-12-01,Indie Dance / Nu Disco,FFRR,1
2014-12-01,Indie Dance / Nu Disco,Erase Records,2
2014-12-01,Trance,Anjunabeats,1
2014-12-01,Progressive House,Spinnin Records,3
2014-12-01,Progressive House,DOORN (Spinnin),1
2014-12-01,Progressive House,Audio Arkade,1
2014-12-01,Progressive House,Revealed Recordings,2
2014-12-01,Progressive House,Kid Coconut,1
2014-12-01,Progressive House,mau5trap,1
2014-12-01,Progressive House,Ultra,2
2014-12-01,Progressive House,Size Records,1
2014-12-01,Drum & Bass,Big Beat Records / OWSLA,1
2014-12-01,Drum & Bass,RAM Records,1
2015-01-01,Indie Dance / Nu Disco,LouLou Records,1
2015-01-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-01-01,Indie Dance / Nu Disco,Prison Entertainment,1
2015-01-01,Indie Dance / Nu Disco,No Definition,1
2015-01-01,Indie Dance / Nu Disco,Bunny Tiger,2
2015-01-01,Indie Dance / Nu Disco,Erase Records,1
2015-01-01,Electronica,Dog Triumph,1
2015-01-01,House,Defected,1
2015-01-01,House,Spinnin Records,3
2015-01-01,House,Spinnin Deep (Spinnin),2
2015-01-01,House,Atlantic Records UK,1
2015-01-01,House,LoudBit,1
2015-01-01,House,Toolroom Records,1
2015-01-01,House,Virgin EMI,1
2015-01-01,House,Ultra,1
2015-01-01,House,FFRR,1
2015-01-01,House,Casa Rossa,1
2015-01-01,House,Black Butter Records,1
2015-01-01,Electro House,Spinnin Records,4
2015-01-01,Electro House,Ultra,1
2015-01-01,Electro House,WOLV,1
2015-01-01,Electro House,DOORN (Spinnin),3
2015-01-01,Electro House,Protocol Recordings,2
2015-01-01,Electro House,Dirty Dutch Music,1
2015-01-01,Electro House,Revealed Recordings,2
2015-01-01,Electro House,Fly Eye Records,2
2015-01-01,Electro House,Skink,2
2015-01-01,Electro House,Wall Recordings,1
2015-01-01,Techno,Yoshitoshi Recordings,1
2015-01-01,Techno,Stickrecordings,1
2015-01-01,Techno,Life And Death,1
2015-01-01,Techno,Drumcode,5
2015-01-01,Techno,SCI+TEC,1
2015-01-01,Techno,City Slang,1
2015-01-01,Techno,Kanzleramt,1
2015-01-01,Deep House,Defected,2
2015-01-01,Deep House,Spinnin Records,1
2015-01-01,Deep House,Exploited,1
2015-01-01,Deep House,Hot Creations,1
2015-01-01,Deep House,Innervisions,1
2015-01-01,Deep House,Mother Recordings,1
2015-01-01,Deep House,Enormous Tunes,1
2015-01-01,Deep House,Life And Death,1
2015-01-01,Deep House,Yoshitoshi Recordings,1
2015-01-01,Deep House,17 Steps,1
2015-01-01,Deep House,Noir Music,1
2015-01-01,Deep House,96 Musique,1
2015-01-01,Deep House,BOSO,1
2015-01-01,Deep House,Eglo Records,1
2015-01-01,Deep House,Spinnin Deep (Spinnin),1
2015-01-01,Deep House,Infectious Records,1
2015-01-01,Deep House,Ultra,3
2015-01-01,Deep House,1605,1
2015-01-01,Tech House,dirtybird,1
2015-01-01,Tech House,Snatch! Records,1
2015-01-01,Tech House,Rumors,1
2015-01-01,Tech House,Hot Creations,1
2015-01-01,Tech House,Ellum Audio,1
2015-01-01,Tech House,303Lovers,1
2015-01-01,Tech House,Monaberry,1
2015-01-01,Tech House,Play It Down,1
2015-01-01,Tech House,Be One Records,1
2015-01-01,Tech House,Relief Records,1
2015-01-01,Tech House,Go Deeva Records,2
2015-01-01,Tech House,Hottrax,1
2015-01-01,Tech House,Poker Flat Recordings,1
2015-01-01,Tech House,Noir Music,2
2015-01-01,Tech House,Incorrect Music,1
2015-01-01,Tech House,mau5trap,1
2015-01-01,Tech House,Armada Music,1
2015-01-01,Tech House,Formatik,1
2015-01-01,Tech House,Saved Records,1
2015-01-01,Tech House,Kittball,1
2015-01-01,Progressive House,PRMD,1
2015-01-01,Progressive House,Spinnin Records,2
2015-01-01,Progressive House,Axtone Records,2
2015-01-01,Progressive House,Digital Distribution Vanuatu,1
2015-01-01,Progressive House,DOORN (Spinnin),1
2015-02-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-02-01,Indie Dance / Nu Disco,PopArt,1
2015-02-01,Indie Dance / Nu Disco,Prison Entertainment,1
2015-02-01,Indie Dance / Nu Disco,Bunny Tiger,1
2015-02-01,Electronica,Dog Triumph,1
2015-02-01,House,Defected,1
2015-02-01,House,PRMD,1
2015-02-01,House,Spinnin Records,2
2015-02-01,House,Fjordin,1
2015-02-01,House,Tazmania Records,1
2015-02-01,House,Spinnin Deep (Spinnin),3
2015-02-01,House,Spinnin' Remixes,1
2015-02-01,House,Atlantic Records UK,1
2015-02-01,House,PornoStar Records,1
2015-02-01,House,Casa Rossa,1
2015-02-01,House,Black Butter Records,1
2015-02-01,Electro House,Spinnin Records,4
2015-02-01,Electro House,Wall Recordings,1
2015-02-01,Electro House,Mixmash Records,1
2015-02-01,Electro House,DOORN (Spinnin),1
2015-02-01,Electro House,Smash The House,2
2015-02-01,Electro House,Protocol Recordings,2
2015-02-01,Electro House,Oxygen,1
2015-02-01,Electro House,What A Music,1
2015-02-01,Electro House,Revealed Recordings,6
2015-02-01,Electro House,RUN DBN,1
2015-02-01,Electro House,So Much Dada,1
2015-02-01,Electro House,Skink,2
2015-02-01,Electro House,WOLV,1
2015-02-01,Electro House,Musical Freedom,1
2015-02-01,Techno,Kompakt,2
2015-02-01,Techno,Yoshitoshi Recordings,1
2015-02-01,Techno,MUTE,1
2015-02-01,Techno,Drumcode,4
2015-02-01,Techno,Natura Viva,1
2015-02-01,Techno,Toolroom Trax,2
2015-02-01,Deep House,Defected,1
2015-02-01,Deep House,Spinnin Records,1
2015-02-01,Deep House,Incorrect Music,1
2015-02-01,Deep House,Poesie Musik,1
2015-02-01,Deep House,Enormous Tunes,2
2015-02-01,Deep House,Innervisions,1
2015-02-01,Deep House,1605,1
2015-02-01,Deep House,Spinnin Deep (Spinnin),1
2015-02-01,Deep House,17 Steps,1
2015-02-01,Deep House,96 Musique,1
2015-02-01,Deep House,Axtone Records,1
2015-02-01,Deep House,Dirty Soul (Be Yourself Music),1
2015-02-01,Deep House,Yoshitoshi Recordings,1
2015-02-01,Deep House,Ultra,1
2015-02-01,Deep House,Circus Recordings,1
2015-02-01,Deep House,Kittball,1
2015-02-01,Tech House,dirtybird,2
2015-02-01,Tech House,Snatch! Records,1
2015-02-01,Tech House,Hot Creations,1
2015-02-01,Tech House,Ellum Audio,1
2015-02-01,Tech House,MUTE,2
2015-02-01,Tech House,Suara,1
2015-02-01,Tech House,Get Physical Music,2
2015-02-01,Tech House,Mobilee Records,1
2015-02-01,Tech House,Starside Records,1
2015-02-01,Tech House,Be One Records,1
2015-02-01,Tech House,Toolroom Records,2
2015-02-01,Tech House,Noir Music,2
2015-02-01,Tech House,Formatik,1
2015-02-01,Tech House,Saved Records,2
2015-02-01,Trance,Anjunabeats,1
2015-02-01,Progressive House,Spinnin Records,2
2015-02-01,Progressive House,Mainstage Music (Armada Music),1
2015-02-01,Progressive House,Revealed Recordings,4
2015-02-01,Progressive House,Axtone Records,1
2015-02-01,Progressive House,Armada Trice,1
2015-02-01,Progressive House,Digital Distribution Vanuatu,1
2015-02-01,Progressive House,Darklight Recordings,1
2015-02-01,Progressive House,Size Records,2
2015-03-01,Tech House,dirtybird,3
2015-03-01,Tech House,Ellum Audio,1
2015-03-01,Tech House,Hot Creations,2
2015-03-01,Tech House,MUTE,1
2015-03-01,Tech House,Last Night On Earth,1
2015-03-01,Tech House,Off Recordings,1
2015-03-01,Tech House,Stereo Productions,1
2015-03-01,Tech House,Knee Deep In Sound,1
2015-03-01,Tech House,Be One Records,1
2015-03-01,Tech House,Toolroom Records,2
2015-03-01,Tech House,Noir Music,3
2015-03-01,Tech House,Cajual Records,1
2015-03-01,Electronica,Dog Triumph,1
2015-03-01,House,Spinnin Records,4
2015-03-01,House,Mixmash Records,1
2015-03-01,House,Spinnin Deep (Spinnin),5
2015-03-01,House,Spinnin' Remixes,1
2015-03-01,House,LoudBit,1
2015-03-01,House,PornoStar Records,1
2015-03-01,House,Casa Rossa,1
2015-03-01,House,Musical Freedom,1
2015-03-01,House,Black Butter Records,1
2015-03-01,Electro House,Spinnin Records,4
2015-03-01,Electro House,Ultra,2
2015-03-01,Electro House,Mixmash Records,2
2015-03-01,Electro House,DOORN (Spinnin),2
2015-03-01,Electro House,Smash The House,1
2015-03-01,Electro House,Dim Mak Records,1
2015-03-01,Electro House,Revealed Recordings,2
2015-03-01,Electro House,Onelove,1
2015-03-01,Electro House,Fly Eye Records,1
2015-03-01,Electro House,Hussle Recordings,2
2015-03-01,Electro House,Musical Freedom,1
2015-03-01,Electro House,Wall Recordings,1
2015-03-01,Electro House,Jolly Roger (Sound Of Pirates),1
2015-03-01,Chill Out,Spinnin Deep (Spinnin),1
2015-03-01,Techno,100% Pure,1
2015-03-01,Techno,Yoshitoshi Recordings,1
2015-03-01,Techno,Domino,1
2015-03-01,Techno,Drumcode,2
2015-03-01,Techno,Natura Viva,1
2015-03-01,Techno,Hotflush Recordings,2
2015-03-01,Techno,Octopus Records,1
2015-03-01,Deep House,Sole Channel Music,1
2015-03-01,Deep House,Incorrect Music,1
2015-03-01,Deep House,Get Physical Music,1
2015-03-01,Deep House,Enormous Tunes,1
2015-03-01,Deep House,1605,1
2015-03-01,Deep House,Spinnin Deep (Spinnin),2
2015-03-01,Deep House,Go Deeva Records,1
2015-03-01,Deep House,96 Musique,1
2015-03-01,Deep House,Suara,1
2015-03-01,Deep House,DECIDE,1
2015-03-01,Deep House,Dirty Soul (Be Yourself Music),1
2015-03-01,Deep House,Aus Music,1
2015-03-01,Deep House,Anjunadeep,1
2015-03-01,Deep House,d:vision,1
2015-03-01,Deep House,Kittball,2
2015-03-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-03-01,Indie Dance / Nu Disco,Ultra,1
2015-03-01,Indie Dance / Nu Disco,No Definition,1
2015-03-01,Indie Dance / Nu Disco,Toolroom Records,1
2015-03-01,Trance,Subculture,1
2015-03-01,Trance,Wake Your Mind Records,1
2015-03-01,Trance,Armind (Armada),1
2015-03-01,Trance,Anjunabeats,1
2015-03-01,Progressive House,Spinnin Records,1
2015-03-01,Progressive House,Ultra,1
2015-03-01,Progressive House,Protocol Recordings,1
2015-03-01,Progressive House,Polydor Associated Labels,1
2015-03-01,Progressive House,Mainstage Music (Armada Music),1
2015-03-01,Progressive House,Revealed Recordings,4
2015-03-01,Progressive House,Fly Eye Records,1
2015-03-01,Progressive House,Pryda Recordings,1
2015-03-01,Progressive House,Armada Music,1
2015-03-01,Drum & Bass,MTA Records,1
2015-04-01,Indie Dance / Nu Disco,Enormous Tunes,1
2015-04-01,Indie Dance / Nu Disco,No Definition,1
2015-04-01,Electronica,Green,1
2015-04-01,House,BMKLTSCH RCRDS,1
2015-04-01,House,Spinnin Records,4
2015-04-01,House,GURU,1
2015-04-01,House,Azuli Records,1
2015-04-01,House,Spinnin Deep (Spinnin),6
2015-04-01,House,Black Butter Records,1
2015-04-01,House,Bpitch Control,1
2015-04-01,House,LoudBit,1
2015-04-01,House,Henry Street Music,1
2015-04-01,House,OWSLA,1
2015-04-01,House,HEXAGON,1
2015-04-01,House,Fly Eye Records,1
2015-04-01,Electro House,Spinnin Records,3
2015-04-01,Electro House,Ultra,1
2015-04-01,Electro House,Smash The House,1
2015-04-01,Electro House,Fluo,1
2015-04-01,Electro House,ICONS,1
2015-04-01,Electro House,What A Music,1
2015-04-01,Electro House,Mainstage Music (Armada Music),1
2015-04-01,Electro House,Three Six Zero/Warner Bros.,1
2015-04-01,Electro House,Wall Recordings,1
2015-04-01,Electro House,Fly Eye Records,1
2015-04-01,Electro House,Musical Freedom,2
2015-04-01,Electro House,Darklight Recordings,1
2015-04-01,Techno,100% Pure,1
2015-04-01,Techno,Yoshitoshi Recordings,1
2015-04-01,Techno,Deeperfect Records,1
2015-04-01,Techno,Last Night On Earth,2
2015-04-01,Techno,Running Back,1
2015-04-01,Techno,Le Club Records,1
2015-04-01,Techno,Relief Records,1
2015-04-01,Techno,Bedrock Records,1
2015-04-01,Techno,Minus,1
2015-04-01,Techno,Terminal M,2
2015-04-01,Deep House,Blaufield,2
2015-04-01,Deep House,Incorrect Music,1
2015-04-01,Deep House,Enormous Tunes,1
2015-04-01,Deep House,Off Recordings,1
2015-04-01,Deep House,1605,1
2015-04-01,Deep House,Spinnin Deep (Spinnin),2
2015-04-01,Deep House,Kompakt,1
2015-04-01,Deep House,Decca (UMO),1
2015-04-01,Deep House,Suara,2
2015-04-01,Deep House,Maeve,1
2015-04-01,Deep House,Method White,1
2015-04-01,Deep House,Aus Music,1
2015-04-01,Deep House,Ultra,1
2015-04-01,Deep House,Anjunadeep,1
2015-04-01,Deep House,d:vision,1
2015-04-01,Deep House,Kittball,1
2015-04-01,Tech House,Moon Harbour Recordings,1
2015-04-01,Tech House,Hottrax,1
2015-04-01,Tech House,Rumors,1
2015-04-01,Tech House,Hot Creations,1
2015-04-01,Tech House,Last Night On Earth,1
2015-04-01,Tech House,Monkeytown Records,1
2015-04-01,Tech House,Ritter Butzke Studio,1
2015-04-01,Tech House,Kompakt,1
2015-04-01,Tech House,Kinetika Records,1
2015-04-01,Tech House,Objektivity,1
2015-04-01,Tech House,8Bit,1
2015-04-01,Tech House,Snatch! Records,1
2015-04-01,Tech House,Toolroom Records,1
2015-04-01,Tech House,Noir Music,1
2015-04-01,Tech House,Cajual Records,1
2015-04-01,Tech House,Saved Records,1
2015-04-01,Trance,Armind (Armada),1
2015-04-01,Trance,Liquid Recordings (Spinnin),1
2015-04-01,Trance,Anjunabeats,1
2015-04-01,Progressive House,Spinnin Records,3
2015-04-01,Progressive House,DOORN (Spinnin),1
2015-04-01,Progressive House,Protocol Recordings,1
2015-04-01,Progressive House,Refune Records,1
2015-04-01,Progressive House,Revealed Recordings,3
2015-04-01,Progressive House,Polydor Associated Labels,1
2015-04-01,Progressive House,Axtone Records,1
2015-04-01,Progressive House,Art & Music Recording,1
2015-04-01,Progressive House,Fly Eye Records,1
2015-04-01,Progressive House,Virgin EMI,1
2015-04-01,Progressive House,Musical Freedom,2
2015-04-01,Progressive House,Size Records,1
2015-04-01,Progressive House,Pandamoniam,1
2015-05-01,Indie Dance / Nu Disco,LouLou Records,1
2015-05-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-05-01,Indie Dance / Nu Disco,No Definition,2
2015-05-01,House,Spinnin Records,4
2015-05-01,House,Musical Freedom,1
2015-05-01,House,Rising Music,1
2015-05-01,House,Spinnin Deep (Spinnin),5
2015-05-01,House,Spinnin' Remixes,1
2015-05-01,House,Big Beat Records,1
2015-05-01,House,Axtone Records,1
2015-05-01,House,Bpitch Control,1
2015-05-01,House,LoudBit,1
2015-05-01,House,Warner Bros./Arkade Made,1
2015-05-01,House,OWSLA,1
2015-05-01,House,HEXAGON,1
2015-05-01,House,Turbo Recordings,1
2015-05-01,House,Size Records,1
2015-05-01,House,Black Butter Records,1
2015-05-01,Hard Dance,fformat records,1
2015-05-01,Hard Dance,Revealed Recordings,1
2015-05-01,Electro House,Spinnin Records,3
2015-05-01,Electro House,DOORN (Spinnin),1
2015-05-01,Electro House,Smash The House,1
2015-05-01,Electro House,Bourne Recordings,1
2015-05-01,Electro House,What A Music,1
2015-05-01,Electro House,Hussle Recordings,1
2015-05-01,Electro House,Revealed Recordings,1
2015-05-01,Electro House,Armada Trice,1
2015-05-01,Electro House,Skink,1
2015-05-01,Electro House,Musical Freedom,2
2015-05-01,Electro House,Fly Eye Records,1
2015-05-01,Techno,Running Back,1
2015-05-01,Techno,Terminal M,1
2015-05-01,Techno,Diynamic,1
2015-05-01,Techno,Life And Death,2
2015-05-01,Techno,Last Night On Earth,1
2015-05-01,Techno,Drumcode,1
2015-05-01,Techno,Kompakt,1
2015-05-01,Techno,Magazine,1
2015-05-01,Techno,Tronic,1
2015-05-01,Techno,Minus,1
2015-05-01,Techno,Intacto,1
2015-05-01,Deep House,Defected,2
2015-05-01,Deep House,Exploited,2
2015-05-01,Deep House,Something Happening Somewhere,1
2015-05-01,Deep House,Emerald City Music,1
2015-05-01,Deep House,Incorrect Music,1
2015-05-01,Deep House,Enormous Tunes,2
2015-05-01,Deep House,1605,1
2015-05-01,Deep House,Spinnin Deep (Spinnin),3
2015-05-01,Deep House,Minus,1
2015-05-01,Deep House,Decca (UMO),1
2015-05-01,Deep House,Sole Channel Music,1
2015-05-01,Deep House,Method White,1
2015-05-01,Deep House,Aus Music,1
2015-05-01,Deep House,Ultra,1
2015-05-01,Deep House,Pets Recordings,1
2015-05-01,Tech House,dirtybird,1
2015-05-01,Tech House,Shanti Radio Moscow,1
2015-05-01,Tech House,Hottrax,1
2015-05-01,Tech House,Rumors,1
2015-05-01,Tech House,Hot Creations,3
2015-05-01,Tech House,A-Sided,1
2015-05-01,Tech House,Keinemusik,1
2015-05-01,Tech House,Kompakt,1
2015-05-01,Tech House,Kraftek,2
2015-05-01,Tech House,Suara,1
2015-05-01,Tech House,No.19 Music,1
2015-05-01,Tech House,Relief Records,1
2015-05-01,Tech House,Toolroom Records,2
2015-05-01,Tech House,Saved Records,1
2015-05-01,Tech House,Objektivity,1
2015-05-01,Progressive House,Spinnin Records,1
2015-05-01,Progressive House,Ultra,1
2015-05-01,Progressive House,DOORN (Spinnin),1
2015-05-01,Progressive House,Refune Records,1
2015-05-01,Progressive House,Mainstage Music (Armada Music),1
2015-05-01,Progressive House,Revealed Recordings,2
2015-05-01,Progressive House,Pryda Recordings,1
2015-05-01,Progressive House,Musical Freedom,1
2015-05-01,Progressive House,Darklight Recordings,1
2015-05-01,Drum & Bass,Viper Recordings,1
2015-06-01,Indie Dance / Nu Disco,LouLou Records,1
2015-06-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-06-01,Indie Dance / Nu Disco,Nurvous Records,1
2015-06-01,Indie Dance / Nu Disco,No Definition,1
2015-06-01,Indie Dance / Nu Disco,G-Mafia Records,1
2015-06-01,House,Spinnin Records,2
2015-06-01,House,HEXAGON,2
2015-06-01,House,Sweat It Out!,1
2015-06-01,House,Rising Music,1
2015-06-01,House,Tiger Records,1
2015-06-01,House,SPRS,1
2015-06-01,House,Spinnin Deep (Spinnin),5
2015-06-01,House,Dim Mak Records,1
2015-06-01,House,Ego,1
2015-06-01,House,Spinnin' Remixes,1
2015-06-01,House,Ultra,2
2015-06-01,House,Universal-Island Records Ltd.,1
2015-06-01,House,Bpitch Control,1
2015-06-01,Electro House,Spinnin Records,4
2015-06-01,Electro House,Ultra,1
2015-06-01,Electro House,DOORN (Spinnin),1
2015-06-01,Electro House,Smash The House,1
2015-06-01,Electro House,Protocol Recordings,1
2015-06-01,Electro House,Revealed Recordings,1
2015-06-01,Electro House,Skink,2
2015-06-01,Electro House,Virgin EMI,1
2015-06-01,Electro House,Musical Freedom,2
2015-06-01,Techno,Running Back,1
2015-06-01,Techno,Ultra,1
2015-06-01,Techno,Diynamic,2
2015-06-01,Techno,Life And Death,1
2015-06-01,Techno,Intec,1
2015-06-01,Techno,Drumcode,2
2015-06-01,Techno,Systematic Recordings,1
2015-06-01,Techno,Tronic,1
2015-06-01,Techno,Minus,1
2015-06-01,Deep House,Defected,2
2015-06-01,Deep House,dirtybird,1
2015-06-01,Deep House,Exploited,4
2015-06-01,Deep House,Emerald City Music,1
2015-06-01,Deep House,Suara,1
2015-06-01,Deep House,Enormous Tunes,1
2015-06-01,Deep House,Spinnin Deep (Spinnin),2
2015-06-01,Deep House,Decca (UMO),1
2015-06-01,Deep House,Freerange Records,1
2015-06-01,Deep House,BOSO,2
2015-06-01,Deep House,Aus Music,2
2015-06-01,Deep House,Ultra,1
2015-06-01,Deep House,Pets Recordings,1
2015-06-01,Deep House,DFTD,1
2015-06-01,Tech House,dirtybird,1
