date,genre,label,value
2015-06-01,Tech House,Objektivity,1
2015-06-01,Tech House,Blaufield Music,1
2015-06-01,Tech House,Hottrax,1
2015-06-01,Tech House,Hot Creations,1
2015-06-01,Tech House,Last Night On Earth,1
2015-06-01,Tech House,Relief Records,2
2015-06-01,Tech House,Suara,4
2015-06-01,Tech House,Green,1
2015-06-01,Tech House,8Bit,1
2015-06-01,Tech House,Tuskegee,1
2015-06-01,Tech House,Toolroom Records,2
2015-06-01,Tech House,Kittball,1
2015-06-01,Progressive House,Spinnin Records,3
2015-06-01,Progressive House,Musical Freedom,2
2015-06-01,Progressive House,Protocol Recordings,1
2015-06-01,Progressive House,Mainstage Music (Armada Music),1
2015-06-01,Progressive House,Armada Music,1
2015-06-01,Progressive House,Revealed Recordings,1
2015-06-01,Progressive House,Big Beat Records,1
2015-06-01,Progressive House,Flamingo Recordings,1
2015-06-01,Progressive House,Pryda Recordings,1
2015-06-01,Progressive House,Ultra,1
2015-06-01,Progressive House,Size Records,1
2015-07-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-07-01,Indie Dance / Nu Disco,No Definition,1
2015-07-01,Indie Dance / Nu Disco,Nurvous Records,1
2015-07-01,House,Pampa Records,2
2015-07-01,House,BeLove,1
2015-07-01,House,Spinnin Records,6
2015-07-01,House,Potion,1
2015-07-01,House,Sweat It Out!,1
2015-07-01,House,Magik Muzik,1
2015-07-01,House,Rising Music,1
2015-07-01,House,Revealed Recordings,1
2015-07-01,House,Enormous Tunes,1
2015-07-01,House,Spinnin Deep (Spinnin),4
2015-07-01,House,This Ain't Bristol,1
2015-07-01,House,Positiva,1
2015-07-01,House,Basement Leak,1
2015-07-01,House,Noisetraxx,1
2015-07-01,House,CFP Records,1
2015-07-01,House,Spinnin' Remixes,1
2015-07-01,House,Ultra,1
2015-07-01,House,HEXAGON,1
2015-07-01,House,Universal-Island Records Ltd.,1
2015-07-01,House,Guesthouse Music,1
2015-07-01,House,Tommy Boy,1
2015-07-01,Electro House,Spinnin Records,2
2015-07-01,Electro House,DOORN (Spinnin),2
2015-07-01,Electro House,OWSLA/Mad Decent,1
2015-07-01,Electro House,Oxygen,1
2015-07-01,Electro House,Revealed Recordings,3
2015-07-01,Electro House,Skink,1
2015-07-01,Electro House,mau5trap,1
2015-07-01,Electro House,Musical Freedom,1
2015-07-01,Techno,Diynamic,1
2015-07-01,Techno,Form,1
2015-07-01,Techno,Life And Death,1
2015-07-01,Techno,Intec,1
2015-07-01,Techno,Drumcode,3
2015-07-01,Techno,Cocoon Recordings,1
2015-07-01,Techno,Systematic Recordings,1
2015-07-01,Deep House,dirtybird,1
2015-07-01,Deep House,Defected,2
2015-07-01,Deep House,Exploited,1
2015-07-01,Deep House,Heist Recordings,1
2015-07-01,Deep House,Innervisions,1
2015-07-01,Deep House,Monaberry,1
2015-07-01,Deep House,Enormous Tunes,2
2015-07-01,Deep House,17 Steps,1
2015-07-01,Deep House,Spinnin Deep (Spinnin),2
2015-07-01,Deep House,Decca (UMO),1
2015-07-01,Deep House,Freerange Records,1
2015-07-01,Deep House,Suara,2
2015-07-01,Deep House,DFTD,1
2015-07-01,Tech House,dirtybird,1
2015-07-01,Tech House,Moon Harbour Recordings,1
2015-07-01,Tech House,Hottrax,1
2015-07-01,Tech House,Deeperfect Records,1
2015-07-01,Tech House,Monaberry,1
2015-07-01,Tech House,Get Physical Music,1
2015-07-01,Tech House,Suara,1
2015-07-01,Tech House,Relief Records,2
2015-07-01,Tech House,Toolroom Records,4
2015-07-01,Tech House,Cajual Records,1
2015-07-01,Tech House,Formatik,1
2015-07-01,Tech House,Kittball,1
2015-07-01,Trance,Flashover Recordings,1
2015-07-01,Progressive House,PRMD,1
2015-07-01,Progressive House,Spinnin Records,5
2015-07-01,Progressive House,Armada Music,1
2015-07-01,Progressive House,Protocol Recordings,1
2015-07-01,Progressive House,SPRS,1
2015-07-01,Progressive House,Refune Records,1
2015-07-01,Progressive House,Mainstage Music (Armada Music),1
2015-07-01,Progressive House,Cr2 Records,1
2015-07-01,Progressive House,Musical Freedom,1
2015-07-01,Progressive House,Ultra,2
2015-07-01,Progressive House,Size Records,1
2015-08-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-08-01,Indie Dance / Nu Disco,Prison Entertainment,1
2015-08-01,Indie Dance / Nu Disco,No Definition,2
2015-08-01,Electronica,DOORN (Spinnin),1
2015-08-01,House,Defected,1
2015-08-01,House,Pampa Records,1
2015-08-01,House,Spinnin Records,3
2015-08-01,House,Mixmash Records,1
2015-08-01,House,Sweat It Out!,1
2015-08-01,House,Enormous Tunes,2
2015-08-01,House,SPRS,1
2015-08-01,House,Spinnin Deep (Spinnin),5
2015-08-01,House,Guesthouse Music,1
2015-08-01,House,Heldeep Records,1
2015-08-01,House,Spinnin' Remixes,1
2015-08-01,House,Great Stuff Recordings,1
2015-08-01,House,Warner Bros. Records/Arkade,1
2015-08-01,House,Size Records,1
2015-08-01,House,Moda Black,1
2015-08-01,Electro House,PRMD,1
2015-08-01,Electro House,Spinnin Records,4
2015-08-01,Electro House,Dim Mak Records,1
2015-08-01,Electro House,Revealed Recordings,1
2015-08-01,Electro House,Enhanced Recordings,1
2015-08-01,Electro House,Musical Freedom,1
2015-08-01,Techno,Diynamic,1
2015-08-01,Techno,Form,1
2015-08-01,Techno,Ultramajic (N.E.W.S.),1
2015-08-01,Techno,Life And Death,1
2015-08-01,Techno,Drumcode,4
2015-08-01,Techno,Cocoon Recordings,1
2015-08-01,Techno,Mobilee Records,1
2015-08-01,Techno,Hotflush Recordings,1
2015-08-01,Techno,Minus,2
2015-08-01,Techno,Trip Records,1
2015-08-01,Deep House,dirtybird,1
2015-08-01,Deep House,Exploited,1
2015-08-01,Deep House,Innervisions,1
2015-08-01,Deep House,Get Physical Music,1
2015-08-01,Deep House,Enormous Tunes,1
2015-08-01,Deep House,17 Steps,1
2015-08-01,Deep House,Play It Again Sam,1
2015-08-01,Deep House,Suara,1
2015-08-01,Deep House,Ego,1
2015-08-01,Deep House,Toolroom Records,1
2015-08-01,Deep House,Aus Music,1
2015-08-01,Deep House,DFTD,1
2015-08-01,Deep House,Kittball,2
2015-08-01,Tech House,100% Pure,1
2015-08-01,Tech House,Snatch! Records,1
2015-08-01,Tech House,Deeperfect Records,1
2015-08-01,Tech House,Hot Creations,2
2015-08-01,Tech House,Moon Harbour Recordings,1
2015-08-01,Tech House,Monaberry,1
2015-08-01,Tech House,Truesoul,1
2015-08-01,Tech House,Knee Deep In Sound,1
2015-08-01,Tech House,Suara,3
2015-08-01,Tech House,8Bit,1
2015-08-01,Tech House,Keinemusik,1
2015-08-01,Tech House,Toolroom Records,5
2015-08-01,Tech House,Playmobil,1
2015-08-01,Tech House,Cajual Records,2
2015-08-01,Tech House,Pets Recordings,1
2015-08-01,Tech House,Saved Records,1
2015-08-01,Tech House,Kittball,1
2015-08-01,Trance,Future Sound of Egypt,1
2015-08-01,Trance,Anjunabeats,1
2015-08-01,Progressive House,Spinnin Records,3
2015-08-01,Progressive House,Protocol Recordings,1
2015-08-01,Progressive House,Refune Records,1
2015-08-01,Progressive House,Mainstage Music (Armada Music),1
2015-08-01,Progressive House,Revealed Recordings,3
2015-08-01,Progressive House,Spinnin' Remixes,1
2015-08-01,Progressive House,Pryda Recordings,1
2015-08-01,Progressive House,Musical Freedom,1
2015-09-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-09-01,Indie Dance / Nu Disco,Tiger Records,1
2015-09-01,Indie Dance / Nu Disco,Prison Entertainment,1
2015-09-01,Indie Dance / Nu Disco,No Definition,2
2015-09-01,Electronica,DOORN (Spinnin),1
2015-09-01,House,Spinnin Records,3
2015-09-01,House,HEXAGON,1
2015-09-01,House,Mixmash Records,1
2015-09-01,House,Enormous Tunes,2
2015-09-01,House,SPRS,1
2015-09-01,House,Spinnin Deep (Spinnin),2
2015-09-01,House,Flamingo Recordings,1
2015-09-01,House,Simma Black,1
2015-09-01,House,Armind (Armada),1
2015-09-01,House,Heldeep Records,1
2015-09-01,House,Columbia (Sony),2
2015-09-01,House,Toolroom Records,1
2015-09-01,House,Musical Freedom,1
2015-09-01,House,Kaisen Records,1
2015-09-01,House,Spinnin' Remixes,1
2015-09-01,Electro House,Spinnin Records,4
2015-09-01,Electro House,Musical Freedom,2
2015-09-01,Electro House,DOORN (Spinnin),1
2015-09-01,Electro House,Refune Records,2
2015-09-01,Electro House,SPRS,1
2015-09-01,Electro House,Revealed Recordings,2
2015-09-01,Electro House,Columbia (Sony),1
2015-09-01,Electro House,Ultra,1
2015-09-01,Techno,Diynamic,1
2015-09-01,Techno,Ellum Audio,1
2015-09-01,Techno,Deeperfect Records,1
2015-09-01,Techno,Stereo Productions,1
2015-09-01,Techno,Drumcode,3
2015-09-01,Techno,Minus,2
2015-09-01,Techno,Trip Records,1
2015-09-01,Deep House,Spinnin Records,1
2015-09-01,Deep House,Exploited,1
2015-09-01,Deep House,Innervisions,1
2015-09-01,Deep House,Mother Recordings,1
2015-09-01,Deep House,Get Physical Music,1
2015-09-01,Deep House,Spinnin Deep (Spinnin),1
2015-09-01,Deep House,Crosstown Rebels,1
2015-09-01,Deep House,Kompakt,1
2015-09-01,Deep House,Play It Again Sam,2
2015-09-01,Deep House,Suara,2
2015-09-01,Deep House,Ego,1
2015-09-01,Deep House,Enormous Tunes,1
2015-09-01,Deep House,Toolroom Records,1
2015-09-01,Deep House,FFRR,1
2015-09-01,Deep House,All Day I Dream ,1
2015-09-01,Deep House,DFTD,1
2015-09-01,Tech House,100% Pure,1
2015-09-01,Tech House,Snatch! Records,1
2015-09-01,Tech House,Deeperfect Records,1
2015-09-01,Tech House,Hot Creations,1
2015-09-01,Tech House,Truesoul,1
2015-09-01,Tech House,Last Night On Earth,1
2015-09-01,Tech House,Stereo Productions,1
2015-09-01,Tech House,8Bit,1
2015-09-01,Tech House,Rebellion,1
2015-09-01,Tech House,Kompakt,2
2015-09-01,Tech House,Suara,2
2015-09-01,Tech House,Objektivity,1
2015-09-01,Tech House,Saved Records,1
2015-09-01,Tech House,Familia,1
2015-09-01,Tech House,Keinemusik,1
2015-09-01,Tech House,Toolroom Records,4
2015-09-01,Tech House,Noir Music,2
2015-09-01,Tech House,Cajual Records,1
2015-09-01,Tech House,Moda Black,1
2015-09-01,Tech House,SNOE,1
2015-09-01,Trance,Anjunabeats,1
2015-09-01,Progressive House,Spinnin Records,2
2015-09-01,Progressive House,Oxygen,1
2015-09-01,Progressive House,Protocol Recordings,1
2015-09-01,Progressive House,Dirty Dutch Music,1
2015-09-01,Progressive House,Def Jam,1
2015-09-01,Progressive House,Revealed Recordings,2
2015-09-01,Progressive House,Metanoia Music,1
2015-09-01,Progressive House,Pryda Recordings,1
2015-09-01,Drum & Bass,Audioporn,1
2015-10-01,Tech House,Stereo Productions,1
2015-10-01,Tech House,Snatch! Records,1
2015-10-01,Tech House,Definitive Recordings,1
2015-10-01,Tech House,Diynamic,1
2015-10-01,Tech House,Truesoul,1
2015-10-01,Tech House,Sony Music CG,1
2015-10-01,Tech House,Upon You Records,1
2015-10-01,Tech House,Kompakt,1
2015-10-01,Tech House,Suara,1
2015-10-01,Tech House,Moda Black,1
2015-10-01,Tech House,Keinemusik,1
2015-10-01,Tech House,Toolroom Records,3
2015-10-01,Tech House,Double Six Records,1
2015-10-01,Tech House,Noir Music,1
2015-10-01,Tech House,Cajual Records,2
2015-10-01,Tech House,Pets Recordings,1
2015-10-01,Tech House,DFTD,1
2015-10-01,Tech House,Second State,1
2015-10-01,House,Spinnin Records,2
2015-10-01,House,HEXAGON,1
2015-10-01,House,Cube Recordings,1
2015-10-01,House,Smash The House,1
2015-10-01,House,Enormous Tunes,2
2015-10-01,House,Azuli Records,1
2015-10-01,House,Spinnin Deep (Spinnin),3
2015-10-01,House,InStereo Recordings,1
2015-10-01,House,MTA Records,1
2015-10-01,House,Columbia (Sony),2
2015-10-01,House,Tonspiel,1
2015-10-01,House,Toolroom Records,1
2015-10-01,House,Casa Rossa,1
2015-10-01,House,Musical Freedom,1
2015-10-01,House,Spinnin' Remixes,1
2015-10-01,Electro House,Spinnin Records,6
2015-10-01,Electro House,Musical Freedom,2
2015-10-01,Electro House,Smash The House,1
2015-10-01,Electro House,Dim Mak Records,1
2015-10-01,Electro House,Revealed Recordings,1
2015-10-01,Electro House,Columbia (Sony),1
2015-10-01,Electro House,Ultra,1
2015-10-01,Electro House,Spinnin' Remixes,1
2015-10-01,Techno,100% Pure,1
2015-10-01,Techno,Phobiq,1
2015-10-01,Techno,Ultramajic (N.E.W.S.),1
2015-10-01,Techno,Diynamic,1
2015-10-01,Techno,Stereo Productions,1
2015-10-01,Techno,Drumcode,2
2015-10-01,Techno,Systematic Recordings,1
2015-10-01,Techno,Suara,2
2015-10-01,Techno,Alleanza,1
2015-10-01,Techno,Trip Records,1
2015-10-01,Techno,Terminal M,1
2015-10-01,Deep House,dirtybird,1
2015-10-01,Deep House,Mother Recordings,1
2015-10-01,Deep House,Exploited,1
2015-10-01,Deep House,Innervisions,1
2015-10-01,Deep House,Spinnin Deep (Spinnin),1
2015-10-01,Deep House,Crosstown Rebels,1
2015-10-01,Deep House,Play It Again Sam,1
2015-10-01,Deep House,Suara,3
2015-10-01,Deep House,Spinnin' Remixes,1
2015-10-01,Deep House,Hive Audio,1
2015-10-01,Deep House,Anjunadeep,1
2015-10-01,Deep House,Simma Black,1
2015-10-01,Indie Dance / Nu Disco,Enormous Tunes,2
2015-10-01,Indie Dance / Nu Disco,Tiger Records,1
2015-10-01,Indie Dance / Nu Disco,Kompakt,1
2015-10-01,Indie Dance / Nu Disco,Sleazy G,1
2015-10-01,Indie Dance / Nu Disco,No Definition,3
2015-10-01,Indie Dance / Nu Disco,Milk & Sugar,1
2015-10-01,Progressive House,PRMD,1
2015-10-01,Progressive House,Spinnin Records,1
2015-10-01,Progressive House,DOORN (Spinnin),2
2015-10-01,Progressive House,Disruptor Records/Sony Music Entertainment,1
2015-10-01,Progressive House,Dim Mak Records,1
2015-10-01,Progressive House,Revealed Recordings,3
2015-10-01,Progressive House,Armada Trice,2
2015-10-01,Progressive House,Ultra,1
2015-10-01,Progressive House,Spinnin' Remixes,1
2015-11-01,Tech House,Snatch! Records,1
2015-11-01,Tech House,Definitive Recordings,1
2015-11-01,Tech House,KD RAW,1
2015-11-01,Tech House,Hot Creations,1
2015-11-01,Tech House,Truesoul,3
2015-11-01,Tech House,Ovum Recordings,1
2015-11-01,Tech House,Stereo Productions,2
2015-11-01,Tech House,Suara,3
2015-11-01,Tech House,Keinemusik,1
2015-11-01,Tech House,Method White,1
2015-11-01,Tech House,Toolroom Records,3
2015-11-01,Tech House,Noir Music,1
2015-11-01,Tech House,Saved Records,2
2015-11-01,Tech House,Terminal M,1
2015-11-01,House,Azuli Records,1
2015-11-01,House,Spinnin Records,3
2015-11-01,House,Musical Freedom,1
2015-11-01,House,Cube Recordings,1
2015-11-01,House,Tonspiel,1
2015-11-01,House,SPRS,1
2015-11-01,House,Spinnin Deep (Spinnin),3
2015-11-01,House,Simma Black,1
2015-11-01,House,Heldeep Records,1
2015-11-01,House,Columbia (Sony),1
2015-11-01,House,Enormous Tunes,1
2015-11-01,House,InStereo Recordings,1
2015-11-01,House,Casa Rossa,1
2015-11-01,House,HEXAGON,1
2015-11-01,House,Universal-Island Records Ltd.,1
2015-11-01,House,Size Records,1
2015-11-01,Electro House,Spinnin Records,5
2015-11-01,Electro House,Jack Back Records,1
2015-11-01,Electro House,Smash The House,1
2015-11-01,Electro House,Revealed Recordings,1
2015-11-01,Electro House,Spinnin' Remixes,1
2015-11-01,Electro House,KENZ,1
2015-11-01,Electro House,Musical Freedom,3
2015-11-01,Electro House,DOORN (Spinnin),1
2015-11-01,Techno,Sudbeat Music,1
2015-11-01,Techno,Diynamic,1
2015-11-01,Techno,ELEVATE,1
2015-11-01,Techno,Life And Death,1
2015-11-01,Techno,Stereo Productions,1
2015-11-01,Techno,Drumcode,4
2015-11-01,Techno,Whistleblower Records,1
2015-11-01,Techno,Systematic Recordings,1
2015-11-01,Techno,Stil Vor Talent,1
2015-11-01,Techno,Alleanza,1
2015-11-01,Techno,Hotflush Recordings,1
2015-11-01,Techno,Octopus Records,1
2015-11-01,Techno,Terminal M,1
2015-11-01,Deep House,Defected,1
2015-11-01,Deep House,dirtybird,1
2015-11-01,Deep House,Mother Recordings,3
2015-11-01,Deep House,Exploited,2
2015-11-01,Deep House,Spinnin Deep (Spinnin),1
2015-11-01,Deep House,Crosstown Rebels,1
2015-11-01,Deep House,Kompakt,1
2015-11-01,Deep House,Octogone Records,1
2015-11-01,Deep House,Suara,2
2015-11-01,Deep House,Play It Say It,1
2015-11-01,Deep House,Universal-Island Records Ltd.,1
2015-11-01,Deep House,Spinnin' Remixes,1
2015-11-01,Indie Dance / Nu Disco,Enormous Tunes,4
2015-11-01,Indie Dance / Nu Disco,Sleazy G,1
2015-11-01,Indie Dance / Nu Disco,No Definition,1
2015-11-01,Trance,Future Sound of Egypt,1
2015-11-01,Trance,Who's Afraid Of 138?!,1
2015-11-01,Progressive House,Spinnin Records,1
2015-11-01,Progressive House,Protocol Recordings,1
2015-11-01,Progressive House,Dim Mak Records,1
2015-11-01,Progressive House,Revealed Recordings,3
2015-11-01,Progressive House,Art & Music Recording,1
2015-11-01,Progressive House,Armada Trice,2
2015-11-01,Progressive House,Bedrock Records,1
2015-12-01,Indie Dance / Nu Disco,Enormous Tunes,5
2015-12-01,Indie Dance / Nu Disco,No Definition,2
2015-12-01,Electronica,R&S Records,2
2015-12-01,House,Tonspiel,1
2015-12-01,House,Spinnin Records,4
2015-12-01,House,Musical Freedom,2
2015-12-01,House,Mixmash Records,1
2015-12-01,House,Enormous Tunes,1
2015-12-01,House,SPRS,1
2015-12-01,House,Spinnin Deep (Spinnin),2
2015-12-01,House,InStereo Recordings,2
2015-12-01,House,PornoStar Records,1
2015-12-01,House,Casa Rossa,1
2015-12-01,House,Ultra,1
2015-12-01,House,Universal-Island Records Ltd.,1
2015-12-01,Electro House,Spinnin Records,3
2015-12-01,Electro House,DOORN (Spinnin),2
2015-12-01,Electro House,Smash The House,1
2015-12-01,Electro House,Earstorm/Big Beat Records,2
2015-12-01,Electro House,Darklight Recordings,1
2015-12-01,Electro House,Ministry of Sound (UK),1
2015-12-01,Electro House,Onelove,1
2015-12-01,Electro House,Universal-Island Records Ltd.,1
2015-12-01,Techno,Sudbeat Music,1
2015-12-01,Techno,Rebirth,1
2015-12-01,Techno,Toolroom Records,1
2015-12-01,Techno,Diynamic,1
2015-12-01,Techno,Truesoul,1
2015-12-01,Techno,Drumcode,5
2015-12-01,Techno,Whistleblower Records,1
2015-12-01,Techno,Systematic Recordings,1
2015-12-01,Techno,Stil Vor Talent,1
2015-12-01,Techno,8Bit,1
2015-12-01,Techno,Life And Death,1
2015-12-01,Techno,Unity Records,1
2015-12-01,Techno,Alleanza,1
2015-12-01,Techno,Tronic,1
2015-12-01,Techno,Aeon,1
2015-12-01,Deep House,Defected,1
2015-12-01,Deep House,dirtybird,1
2015-12-01,Deep House,Mother Recordings,2
2015-12-01,Deep House,Enormous Tunes,1
2015-12-01,Deep House,Bpitch Control,1
2015-12-01,Deep House,Crosstown Rebels,1
2015-12-01,Deep House,Suara,1
2015-12-01,Deep House,CUFF,1
2015-12-01,Deep House,Poker Flat Recordings,2
2015-12-01,Deep House,Cajual Records,1
2015-12-01,Deep House,Erase Records,1
2015-12-01,Deep House,Kittball,1
2015-12-01,Tech House,dirtybird,1
2015-12-01,Tech House,Do Not Sleep,1
2015-12-01,Tech House,This Ain't Bristol,1
2015-12-01,Tech House,Snatch! Records,3
2015-12-01,Tech House,Hot Creations,1
2015-12-01,Tech House,Truesoul,2
2015-12-01,Tech House,Ovum Recordings,1
2015-12-01,Tech House,Simma Black,1
2015-12-01,Tech House,Suara,2
2015-12-01,Tech House,Relief Records,2
2015-12-01,Tech House,Method White,1
2015-12-01,Tech House,Toolroom Records,4
2015-12-01,Tech House,Saved Records,1
2015-12-01,Tech House,Terminal M,1
2015-12-01,Trance,Anjunabeats,2
2015-12-01,Progressive House,Spinnin Records,2
2015-12-01,Progressive House,Armada Music,1
2015-12-01,Progressive House,Spinnin Deep (Spinnin),1
2015-12-01,Progressive House,Revealed Recordings,2
2015-12-01,Progressive House,Axtone Records,1
2015-12-01,Progressive House,Musical Freedom,1
2015-12-01,Drum & Bass,MTA Records,1